"titulo","anio","director","ratingIMDB","sentimiento","critico","archivo.texto","url.imdb"
"Por el lado oscuro del camino",1997,"David Lynch",7.6,"P","Kevin Patterson","cv389_9369.txt","http://www.imdb.com/title/tt0116922/"
"Titus",1999,"Julie Taymor",7.2,"P","Michael Dequina","cv943_22488.txt","http://www.imdb.com/title/tt0120866/"
"Shanghai Noon",2000,"Tom Dey",6.6,"P","Ron Strong","cv706_24716.txt","http://www.imdb.com/title/tt0184894/"
"El patriota",2000,"Roland Emmerich",7.2,"P","Lars Lindahl","cv356_25163.txt","http://www.imdb.com/title/tt0187393/"
"El cuarto poder",1997,"Costa-Gavras",6.2,"P","E. Benjamin Kelsey","cv500_10251.txt","http://www.imdb.com/title/tt0119592/"
"Getting It Right",1989,"Randal Kleiser",6.5,"P","Randy Parker","cv543_5045.txt","http://www.imdb.com/title/tt0097424/"
"The Crew",2000,"Michael Dinner",5.6,"P","Max Messier","cv670_25826.txt","http://www.imdb.com/title/tt0198386/"
"El poder de la justicia",1997,"Francis Ford Coppola",7.1,"P","David Sunga","cv212_10027.txt","http://www.imdb.com/title/tt0119978/"
"Buffalo '66",1998,"Vincent Gallo",7.5,"P","DeWyNGaLe","cv850_16466.txt","http://www.imdb.com/title/tt0118789/"
"Armageddon",1998,"Michael Bay",6.6,"P","Nathaniel R. Atcheson","cv783_13227.txt","http://www.imdb.com/title/tt0120591/"
"Una vez a la semana",1962,"Michael Gordon",6.7,"P","Mattias Thuresson","cv764_11739.txt","http://www.imdb.com/title/tt0055809/"
"Matrix",1999,"Lana Wachowski",8.7,"P","Matt Pusateri","cv572_18657.txt","http://www.imdb.com/title/tt0133093/"
"Los elegidos",1983,"Philip Kaufman",7.9,"P","Dragan Antulov","cv309_22571.txt","http://www.imdb.com/title/tt0086197/"
"Perros de Reserva",1992,"Quentin Tarantino",8.3,"P","Andrew Hicks","cv193_5416.txt","http://www.imdb.com/title/tt0105236/"
"Todo o nada",1997,"Peter Cattaneo",7.2,"P","Ryan Davis","cv319_14727.txt","http://www.imdb.com/title/tt0119164/"
"Hilary y Jackie",1998,"Anand Tucker",7.4,"P","Matt Prigge","cv508_16006.txt","http://www.imdb.com/title/tt0150915/"
"E-Dreams",2001,"Wonsuk Chin",6.9,"P","Max Messier","cv293_29856.txt","http://www.imdb.com/title/tt0262021/"
"Beavis and Butt-Head Do America",1996,"Mike Judge",6.8,"P","Paul Miller","cv372_6552.txt","http://www.imdb.com/title/tt0115641/"
"Blade: Cazador de vampiros",1998,"Stephen Norrington",7.1,"P","Joe Chamberlain","cv077_22138.txt","http://www.imdb.com/title/tt0120611/"
"Matrix",1999,"Lana Wachowski",8.7,"P","Craig Roush","cv892_17576.txt","http://www.imdb.com/title/tt0133093/"
"The Truman Show: Historia de una vida",1998,"Peter Weir",8.1,"P","Josh Schirmer","cv748_12786.txt","http://www.imdb.com/title/tt0120382/"
"The House of Yes",1997,"Mark Waters",6.7,"P","Steve Rhodes","cv177_10367.txt","http://www.imdb.com/title/tt0119324/"
"El chacal",1997,"Michael Caton-Jones",6.4,"P","Michael Redman","cv909_9960.txt","http://www.imdb.com/title/tt0119395/"
"Love Is the Devil: Study for a Portrait of Francis Bacon",1998,"John Maybury",6.4,"P","Matt Prigge","cv470_15952.txt","http://www.imdb.com/title/tt0119577/"
"El Francotirador",1978,"Michael Cimino",8.2,"P","David Landers","cv155_7308.txt","http://www.imdb.com/title/tt0077416/"
"Encuentros Cercanos del Tercer Tipo",1977,"Steven Spielberg",7.7,"P","Dragan Antulov","cv556_14808.txt","http://www.imdb.com/title/tt0075860/"
"Titanic",1997,"James Cameron",7.8,"P","Alex Ioshpe","cv782_19526.txt","http://www.imdb.com/title/tt0120338/"
"Peter's Friends",1992,"Kenneth Branagh",7,"P","Ted Prigge","cv707_10678.txt","http://www.imdb.com/title/tt0105130/"
"Oscar and Lucinda",1997,"Gillian Armstrong",6.7,"P","James Berardinelli","cv770_10451.txt","http://www.imdb.com/title/tt0119843/"
"Cielo de octubre",1999,"Joe Johnston",7.8,"P","Craig Roush","cv081_16582.txt","http://www.imdb.com/title/tt0132477/"
"Al filo del peligro",1997,"Lee Tamahori",6.9,"P","Boyd Petrie","cv928_9168.txt","http://www.imdb.com/title/tt0119051/"
"Tienes un e-mail",1998,"Nora Ephron",6.6,"P","Jason Wallis","cv002_15918.txt","http://www.imdb.com/title/tt0128853/"
"Día de entrenamiento",2001,"Antoine Fuqua",7.7,"P","JoBlo","cv993_29737.txt","http://www.imdb.com/title/tt0139654/"
"Huracán",1999,"Norman Jewison",7.6,"P","Lars Lindahl","cv585_22496.txt","http://www.imdb.com/title/tt0174856/"
"The Truman Show: Historia de una vida",1998,"Peter Weir",8.1,"P","John Carroll","cv695_21108.txt","http://www.imdb.com/title/tt0120382/"
"The Gingerbread Man",1998,"Robert Altman",5.7,"P","Rick Ferguson","cv278_13041.txt","http://www.imdb.com/title/tt0119196/"
"La delgada línea roja",1998,"Terrence Malick",7.6,"P","M. Armstrong","cv133_16336.txt","http://www.imdb.com/title/tt0120863/"
"Lucky Numbers",2000,"Nora Ephron",5,"P","Chad Polenz","cv497_26980.txt","http://www.imdb.com/title/tt0219952/"
"La momia",1999,"Stephen Sommers",7,"P","Robert Workman","cv886_18177.txt","http://www.imdb.com/title/tt0120616/"
"Earth",1998,"Deepa Mehta",7.8,"P","David Dalgleish","cv053_21822.txt","http://www.imdb.com/title/tt0150433/"
"The Hanging Garden",1997,"Thom Fitzgerald",7,"P","Steve Rhodes","cv745_12773.txt","http://www.imdb.com/title/tt0125128/"
"La sirenita",1989,"Ron Clements",7.6,"P","Andrew Hicks","cv744_10038.txt","http://www.imdb.com/title/tt0097757/"
"Shadow of a Doubt",1991,"Karen Arthur",6.3,"P","Steve Rhodes","cv343_10368.txt","http://www.imdb.com/title/tt0102896/"
"Todo o nada",1997,"Peter Cattaneo",7.2,"P","Choo Eng Aun, Jack","cv283_11055.txt","http://www.imdb.com/title/tt0119164/"
"Mansfield Park",1999,"Patricia Rozema",7.1,"P","Michael Elliott","cv477_22479.txt","http://www.imdb.com/title/tt0178737/"
"Amazing Grace and Chuck",1987,"Mike Newell",5.9,"P","Jeff Meyer","cv559_0050.txt","http://www.imdb.com/title/tt0092545/"
"Human Traffic",1999,"Justin Kerrigan",7.1,"P","Max Messier","cv948_24606.txt","http://www.imdb.com/title/tt0188674/"
"Apolo 13",1995,"Ron Howard",7.6,"P","Choo Eng Aun","cv890_3977.txt","http://www.imdb.com/title/tt0112384/"
"Tres reyes",1999,"David O. Russell",7.1,"P","Jack Choo","cv613_21796.txt","http://www.imdb.com/title/tt0120188/"
"La raiz del miedo",1996,"Gregory Hoblit",7.7,"P","Scott Marcus","cv977_4938.txt","http://www.imdb.com/title/tt0117381/"
"Calles de fuego",1984,"Walter Hill",6.7,"P","Serdar Yegulalp","cv152_8736.txt","http://www.imdb.com/title/tt0088194/"
"La vida es bella",1997,"Roberto Benigni",8.6,"P","Tim Voon","cv542_18980.txt","http://www.imdb.com/title/tt0118799/"
"Session 9",2001,"Brad Anderson",6.5,"P","JoBlo","cv570_29082.txt","http://www.imdb.com/title/tt0261983/"
"Magnolia",1999,"Paul Thomas Anderson",8,"P","Scott Hunt","cv608_23231.txt","http://www.imdb.com/title/tt0175880/"
"Mystery Men",1999,"Kinka Usher",6.1,"P","Nick Lyons","cv911_20260.txt","http://www.imdb.com/title/tt0132347/"
"Trekkies",1997,"Roger Nygard",7,"P","Steve Rhodes","cv451_10690.txt","http://www.imdb.com/title/tt0120370/"
"El planeta de los simios",2001,"Tim Burton",5.7,"P","JoBlo","cv118_28980.txt","http://www.imdb.com/title/tt0133152/"
"El ocaso de un amor",1999,"Neil Jordan",7.1,"P","Nick Lyons","cv367_22792.txt","http://www.imdb.com/title/tt0172396/"
"Bandidos del tiempo",1981,"Terry Gilliam",7,"P","David Landers","cv688_7368.txt","http://www.imdb.com/title/tt0081633/"
"Final Fantasy: El espíritu en nosotros",2001,"Hironobu Sakaguchi",6.4,"P","Annette Cardwell","cv420_28795.txt","http://www.imdb.com/title/tt0173840/"
"Anne Frank Remembered",1995,"Jon Blair",8.1,"P","Michael J. Legeros","cv640_5378.txt","http://www.imdb.com/title/tt0112373/"
"Keeping the Faith",2000,"Edward Norton",6.4,"P","Jamey Hughton","cv752_24155.txt","http://www.imdb.com/title/tt0171433/"
"Orgía de horror y locura",1975,"Jim Sharman",7.4,"P","Brian Matherly","cv597_26360.txt","http://www.imdb.com/title/tt0073629/"
"Toy Story 2",1999,"John Lasseter",7.9,"P","Christian Pyle","cv785_22600.txt","http://www.imdb.com/title/tt0120363/"
"El imitador",1995,"Jon Amiel",6.6,"P","Choo Eng Aun","cv173_4471.txt","http://www.imdb.com/title/tt0112722/"
"Titanic",1997,"James Cameron",7.8,"P","Matt Petras","cv900_10331.txt","http://www.imdb.com/title/tt0120338/"
"Leila",1997,"Dariush Mehrjui",7.7,"P","FilmFan16@aol.com","cv490_17872.txt","http://www.imdb.com/title/tt0116851/"
"Días extraños",1995,"Kathryn Bigelow",7.2,"P","Soh Kam Hung","cv825_5063.txt","http://www.imdb.com/title/tt0114558/"
"El mundo está loco loco",2001,"Jerry Zucker",6.4,"P","Bob Bloom","cv225_29224.txt","http://www.imdb.com/title/tt0250687/"
"Baby's Day Out",1994,"Patrick Read Johnson",6,"P","Michael J. Legeros","cv221_2695.txt","http://www.imdb.com/title/tt0109190/"
"Larry Flint: El nombre del escándalo",1996,"Milos Forman",7.3,"P","Alex Fung","cv582_6559.txt","http://www.imdb.com/title/tt0117318/"
"Hamburger Hill",1987,"John Irvin",6.7,"P","Anna G. McDougald","cv774_13845.txt","http://www.imdb.com/title/tt0093137/"
"Escándalo",1998,"Mike Nichols",6.7,"P","Matt Williams","cv579_11605.txt","http://www.imdb.com/title/tt0119942/"
"I Went Down",1997,"Paddy Breathnach",7,"P","David N. Butterworth","cv787_13743.txt","http://www.imdb.com/title/tt0126344/"
"Dogma",1999,"Kevin Smith",7.3,"P","Brandon Herring ","cv475_21692.txt","http://www.imdb.com/title/tt0120655/"
"Criaturas salvajes",1998,"John McNaughton",6.5,"P","ERIC WAY","cv084_13566.txt","http://www.imdb.com/title/tt0120890/"
"El pacificador",1997,"Mimi Leder",5.9,"P","Larry Mcgillicuddy","cv125_9391.txt","http://www.imdb.com/title/tt0119874/"
"Héroes fuera de órbita",1999,"Dean Parisot",7.3,"P","Eugene Novikov","cv815_22456.txt","http://www.imdb.com/title/tt0177789/"
"Larry Flint: El nombre del escándalo",1996,"Milos Forman",7.3,"P","Kah Seng","cv458_8604.txt","http://www.imdb.com/title/tt0117318/"
"Terciopelo azul",1986,"David Lynch",7.8,"P","Lars Lindahl","cv786_22497.txt","http://www.imdb.com/title/tt0090756/"
"The Truman Show: Historia de una vida",1998,"Peter Weir",8.1,"P","Alex Fung","cv836_12968.txt","http://www.imdb.com/title/tt0120382/"
"El sexto sentido",1999,"M. Night Shyamalan",8.1,"P","Craig Faichney","cv535_19728.txt","http://www.imdb.com/title/tt0167404/"
"Mente indomable",1997,"Gus Van Sant",8.3,"P","Ted Prigge","cv503_10558.txt","http://www.imdb.com/title/tt0119217/"
"El plan",1998,"Sam Raimi",7.5,"P","Nigel Bridgeman","cv926_17059.txt","http://www.imdb.com/title/tt0120324/"
"Patch Adams",1998,"Tom Shadyac",6.7,"P","Craig Roush","cv149_15670.txt","http://www.imdb.com/title/tt0129290/"
"Si yo hubiera",1998,"Peter Howitt",6.8,"P","James Berardinelli","cv674_10732.txt","http://www.imdb.com/title/tt0120148/"
"Volver al futuro II",1989,"Robert Zemeckis",7.8,"P","Chad Polenz","cv607_7717.txt","http://www.imdb.com/title/tt0096874/"
"Los Ángeles al desnudo",1997,"Curtis Hanson",8.3,"P","Brandon Stahl","cv680_10160.txt","http://www.imdb.com/title/tt0119488/"
"Operación Cóndor",1991,"Jackie Chan",7.3,"P","Curtis Edmonds","cv004_11636.txt","http://www.imdb.com/title/tt0099558/"
"Shrek",2001,"Andrew Adamson",7.9,"P","John Sylva","cv577_28549.txt","http://www.imdb.com/title/tt0126029/"
"Una acción civil",1998,"Steven Zaillian",6.5,"P","John Carroll","cv687_21100.txt","http://www.imdb.com/title/tt0120633/"
"Hombres de negro",1997,"Barry Sonnenfeld",7.3,"N","Jeff Shooman","cv371_8197.txt","http://www.imdb.com/title/tt0119654/"
"The Big Hit",1998,"Kirk Wong",6.1,"N","James Kendrick","cv718_12227.txt","http://www.imdb.com/title/tt0120609/"
"Dos policías rebeldes",1995,"Michael Bay",6.8,"N","Serdar Yegulalp","cv688_7884.txt","http://www.imdb.com/title/tt0112442/"
"The Substitute",1996,"Robert Mandel",5.9,"N","The Flying Inkpot","cv722_7571.txt","http://www.imdb.com/title/tt0117774/"
"One Eyed King",2001,"Bobby Moresco",5.8,"N","Norm Schrager","cv866_29447.txt","http://www.imdb.com/title/tt0254626/"
"El juego",1997,"David Fincher",7.8,"N","Timothy Scott","cv760_8977.txt","http://www.imdb.com/title/tt0119174/"
"Un crimen perfecto",1998,"Andrew Davis",6.5,"N","David Wilcock","cv080_14899.txt","http://www.imdb.com/title/tt0120787/"
"Aberdeen",2000,"Hans Petter Moland",7.2,"N","Jeremiah Kipp","cv008_29326.txt","http://www.imdb.com/title/tt0168446/"
"The General's Daughter",1999,"Simon West",6.3,"N","Jamey Hughton","cv490_18986.txt","http://www.imdb.com/title/tt0144214/"
"Jane Austen's Mafia!",1998,"Jim Abrahams",5.5,"N","Homer Yen","cv808_13773.txt","http://www.imdb.com/title/tt0120741/"
"La mejor de mis bodas",1998,"Frank Coraci",6.8,"N","Matt Williams","cv487_11058.txt","http://www.imdb.com/title/tt0120888/"
"Criaturas salvajes",1998,"John McNaughton",6.5,"N","Vallejo","cv069_11613.txt","http://www.imdb.com/title/tt0120890/"
"Misión: Imposible 2",2000,"John Woo",6.1,"N","Ron Small","cv597_26744.txt","http://www.imdb.com/title/tt0120755/"
"Under Siege",1992,"Andrew Davis",6.5,"N","Jose R. Perez","cv898_1576.txt","http://www.imdb.com/title/tt0105690/"
"Invasión",1997,"Paul Verhoeven",7.2,"N","Edward Johnson-Ott","cv210_9557.txt","http://www.imdb.com/title/tt0120201/"
"Wing Commander",1999,"Chris Roberts",4.2,"N","DeWyNGaLe","cv751_17208.txt","http://www.imdb.com/title/tt0131646/"
"El mosquetero",2001,"Peter Hyams",4.7,"N","Eugene Novikov","cv293_29731.txt","http://www.imdb.com/title/tt0246544/"
"The Basketball Diaries",1995,"Scott Kalvert",7.3,"N","Scott Renshaw","cv890_3515.txt","http://www.imdb.com/title/tt0112461/"
"La hija de la luz",2000,"Chuck Russell",5.1,"N","Berge Garabedian","cv341_25667.txt","http://www.imdb.com/title/tt0163983/"
"El planeta de los simios",2001,"Tim Burton",5.7,"N","Max Messier","cv721_28993.txt","http://www.imdb.com/title/tt0133152/"
"Todavía sé lo que hicieron el verano pasado",1998,"Danny Cannon",4.6,"N","Craig Roush","cv271_15364.txt","http://www.imdb.com/title/tt0130018/"
"Dr. Dolittle",1998,"Betty Thomas",5.3,"N","David Wilcock","cv748_14044.txt","http://www.imdb.com/title/tt0118998/"
"Viernes 13",1980,"Sean S. Cunningham",6.5,"N","Joe Chamberlain","cv791_17995.txt","http://www.imdb.com/title/tt0080761/"
"The Big Green",1995,"Holly Goldberg Sloan",5.5,"N","Michael J. Legeros","cv054_4101.txt","http://www.imdb.com/title/tt0112499/"
"102 dálmatas",2000,"Kevin Lima",4.9,"N","David N. Butterworth","cv028_26964.txt","http://www.imdb.com/title/tt0211181/"
"Antz: Hormiguitaz",1998,"Eric Darnell",6.6,"N","Pierce Dalton","cv578_16825.txt","http://www.imdb.com/title/tt0120587/"
"Message in a Bottle",1999,"Luis Mandoki",6.2,"N","Dustin Putman","cv464_17076.txt","http://www.imdb.com/title/tt0139462/"
"El abogado del Diablo",1997,"Taylor Hackford",7.5,"N","Randy Turgeon","cv265_11625.txt","http://www.imdb.com/title/tt0118971/"
"La emboscada",1999,"Jon Amiel",6.3,"N","Justin Felix","cv222_18720.txt","http://www.imdb.com/title/tt0137494/"
"The Waterboy",1998,"Frank Coraci",6.1,"N","Joe Chamberlain","cv406_22199.txt","http://www.imdb.com/title/tt0120484/"
"Los locos del golf",1980,"Harold Ramis",7.3,"N","Joe Chamberlain","cv982_22209.txt","http://www.imdb.com/title/tt0080487/"
"Especies II",1998,"Peter Medak",4.3,"N","Michael Dequina","cv416_12048.txt","http://www.imdb.com/title/tt0120841/"
"Enredos de oficina",1999,"Mike Judge",7.8,"N","Craig Roush","cv411_16799.txt","http://www.imdb.com/title/tt0151804/"
"The 13th Warrior",1999,"John McTiernan",6.6,"N","Mac VerStandig","cv288_20212.txt","http://www.imdb.com/title/tt0120657/"
"Romeo debe morir",2000,"Andrzej Bartkowiak",6.1,"N","Berge Garabedian","cv756_23676.txt","http://www.imdb.com/title/tt0165929/"
"Ojos de serpiente",1998,"Brian De Palma",6,"N","Ted Prigge","cv023_13847.txt","http://www.imdb.com/title/tt0120832/"
"The Real McCoy",1993,"Russell Mulcahy",5.5,"N","Scott Renshaw","cv653_2107.txt","http://www.imdb.com/title/tt0107927/"
"The Mod Squad",1999,"Scott Silver",4.2,"N","Jamie Peck","cv668_18848.txt","http://www.imdb.com/title/tt0120757/"
"Los vengadores",1998,"Jeremiah S. Chechik",3.7,"N","Alex Fung","cv921_13988.txt","http://www.imdb.com/title/tt0118661/"
"Battlefield Earth",2000,"Roger Christian",2.4,"N","Homer Yen","cv608_24647.txt","http://www.imdb.com/title/tt0185183/"
"El complot",1997,"Richard Donner",6.7,"N","Brian Takeshita","cv654_19345.txt","http://www.imdb.com/title/tt0118883/"
"Mi espacio",1999,"Mike Newell",6,"N","David N. Butterworth","cv775_17966.txt","http://www.imdb.com/title/tt0120797/"
"Paulina",1998,"Vicky Funari",7.9,"N","Steve Rhodes","cv739_12179.txt","http://www.imdb.com/title/tt0155004/"
"Austin Powers: El espía seductor",1999,"Jay Roach",6.6,"N","Jeff Foehringer","cv492_19370.txt","http://www.imdb.com/title/tt0145660/"
"Revancha",1999,"Brian Helgeland",7.1,"N","Dustin Putman","cv418_16562.txt","http://www.imdb.com/title/tt0120784/"
"La mejor de mis bodas",1998,"Frank Coraci",6.8,"N","Michael Redman","cv947_11316.txt","http://www.imdb.com/title/tt0120888/"
"Home Alone 3",1997,"Raja Gosnell",4.4,"N","James Berardinelli","cv744_10091.txt","http://www.imdb.com/title/tt0119303/"
"Martes 13, parte III",1982,"Steve Miner",5.7,"N","Chuck Dowling","cv201_7421.txt","http://www.imdb.com/title/tt0083972/"
"Boys and Girls",2000,"Robert Iscove",5.4,"N","Lars Lindahl","cv045_25077.txt","http://www.imdb.com/title/tt0204175/"
"Lara Croft: Tomb Raider",2001,"Simon West",5.8,"N","David N. Butterworth","cv304_28489.txt","http://www.imdb.com/title/tt0146316/"
"Glitter",2001,"Vondie Curtis-Hall",2.2,"N","Susan Granger","cv584_29549.txt","http://www.imdb.com/title/tt0118589/"
"Murciélagos",1999,"Louis Morneau",3.7,"N","Brian Matherly","cv459_21834.txt","http://www.imdb.com/title/tt0200469/"
"Excess Baggage",1997,"Marco Brambilla",5.3,"N","Jamie Peck","cv458_9000.txt","http://www.imdb.com/title/tt0119086/"
"Anaconda",1997,"Luis Llosa",4.7,"N","Rydain","cv987_7394.txt","http://www.imdb.com/title/tt0118615/"
"Soldier",1998,"Paul W.S. Anderson",6,"N","Victory Marasigan","cv930_14949.txt","http://www.imdb.com/title/tt0120157/"
"Batman & Robin",1997,"Joel Schumacher",3.7,"N","Bill Chambers","cv450_8319.txt","http://www.imdb.com/title/tt0118688/"
"Terror profundo",1998,"Stephen Sommers",6,"N","Scott Renshaw","cv900_10800.txt","http://www.imdb.com/title/tt0118956/"
"Knock Off",1998,"Hark Tsui",4.8,"N","Michael Dequina","cv369_14245.txt","http://www.imdb.com/title/tt0120724/"
"El especialista",1994,"Luis Llosa",5.5,"N","Ted Prigge","cv819_9567.txt","http://www.imdb.com/title/tt0111255/"
"Anaconda",1997,"Luis Llosa",4.7,"N","Brian Takeshita","cv505_12926.txt","http://www.imdb.com/title/tt0118615/"
"The Last Stop",2000,"Mark Malone",5.2,"N","Chuck Dowling","cv600_25043.txt","http://www.imdb.com/title/tt0191242/"
"Romeo + Juliet",1996,"Baz Luhrmann",6.8,"N","Max Scheinin","cv957_9059.txt","http://www.imdb.com/title/tt0117509/"
"La maldición",1999,"Jan de Bont",4.9,"N","Berge Garabedian","cv183_19826.txt","http://www.imdb.com/title/tt0171363/"
"The Man Who Cried",2000,"Sally Potter",6.2,"N","John Sylva","cv472_29140.txt","http://www.imdb.com/title/tt0206917/"
"Trois",2000,"Rob Hardy",3.9,"N","Scott Hunt","cv785_23748.txt","http://www.imdb.com/title/tt0217107/"
"Plunkett & Macleane",1999,"Jake Scott",6.4,"N","Eugene Novikov","cv535_21183.txt","http://www.imdb.com/title/tt0134033/"
"Operación Cóndor",1991,"Jackie Chan",7.3,"N","Brian Takeshita","cv725_10266.txt","http://www.imdb.com/title/tt0099558/"
"The Right Hand Man",1987,"Di Drew",4.5,"N","Jeff Meyer","cv090_0049.txt","http://www.imdb.com/title/tt0093861/"
"El niño carnicero",1997,"Neil Jordan",7.2,"N","Dustin Putman","cv267_16618.txt","http://www.imdb.com/title/tt0118804/"
"El secreto",1999,"Matthew Warchus",4.5,"N","Matt Petras","cv604_23339.txt","http://www.imdb.com/title/tt0174204/"
"La sangre de Romeo",1993,"Peter Medak",6.6,"N","Susan Fanelli","cv186_2396.txt","http://www.imdb.com/title/tt0107983/"
"Final Fantasy: El espíritu en nosotros",2001,"Hironobu Sakaguchi",6.4,"N","Edward Johnson-Ott","cv223_28923.txt","http://www.imdb.com/title/tt0173840/"
"El color de la noche",1994,"Richard Rush",5.1,"N","Michael J. Legeros","cv914_2856.txt","http://www.imdb.com/title/tt0109456/"
"The Impostors",1998,"Stanley Tucci",6.5,"N","Steve Rhodes","cv588_14467.txt","http://www.imdb.com/title/tt0120823/"
"Estudio 54",1998,"Mark Christopher",5.8,"N","Nathaniel R. Atcheson","cv187_14112.txt","http://www.imdb.com/title/tt0120577/"
"Camino sin retorno",1997,"Oliver Stone",6.8,"N","V.B. Daniel","cv061_9321.txt","http://www.imdb.com/title/tt0120399/"
"Desperate Measures",1998,"Barbet Schroeder",6.1,"N","Jamie Peck","cv162_10977.txt","http://www.imdb.com/title/tt0118966/"
"Duro de matar 2",1990,"Renny Harlin",7.1,"N","Randy Parker","cv809_5012.txt","http://www.imdb.com/title/tt0099423/"
"Asesinos sustitutos",1998,"Antoine Fuqua",6.1,"N","C.J HILL","cv214_13285.txt","http://www.imdb.com/title/tt0120008/"
"Batman & Robin",1997,"Joel Schumacher",3.7,"N","Kevin Patterson","cv566_8967.txt","http://www.imdb.com/title/tt0118688/"
"El día final",1999,"Peter Hyams",5.7,"N","Edward Johnson-Ott","cv469_21998.txt","http://www.imdb.com/title/tt0146675/"
"Los fantasmas contraatacan",1988,"Richard Donner",7,"N","David Wilcock","cv937_9816.txt","http://www.imdb.com/title/tt0096061/"
"Picture Perfect",1997,"Glenn Gordon Caron",5.5,"N","Randy Turgeon","cv551_11214.txt","http://www.imdb.com/title/tt0119896/"
"Dick",1999,"Andrew Fleming",6.1,"N","Brian Matherly","cv954_19932.txt","http://www.imdb.com/title/tt0144168/"
"Juana de Arco",1999,"Luc Besson",6.4,"N","Jamey Hughton","cv454_21961.txt","http://www.imdb.com/title/tt0151137/"
"Doble riesgo",1999,"Bruce Beresford",6.4,"N","Jamey Hughton","cv462_20788.txt","http://www.imdb.com/title/tt0150377/"
"Kids in the Hall: Brain Candy",1996,"Kelly Makin",6.9,"N","Scott Marcus","cv997_5152.txt","http://www.imdb.com/title/tt0116768/"
"El tele-Gurú",1998,"Stephen Herek",4.9,"N","Michael Redman","cv932_14854.txt","http://www.imdb.com/title/tt0120701/"
"El mundo de las Spice Girls",1997,"Bob Spiers",3.4,"N","E. Benjamin Kelsey","cv730_10729.txt","http://www.imdb.com/title/tt0120185/"
"La maldición",1999,"Jan de Bont",4.9,"N","Joe Chamberlain","cv811_22646.txt","http://www.imdb.com/title/tt0171363/"
"Doble riesgo",1999,"Bruce Beresford",6.4,"N","Lars Lindahl","cv983_24219.txt","http://www.imdb.com/title/tt0150377/"
"Eye of the Storm",1991,"Yuri Zeltser",5.2,"N","Dragan Antulov","cv801_26335.txt","http://www.imdb.com/title/tt0101842/"
"Leyenda urbana 2",2000,"John Ottman",4.2,"N","Christopher Null","cv955_26154.txt","http://www.imdb.com/title/tt0192731/"
"Mimic",1997,"Guillermo del Toro",5.9,"N","David Wilcock","cv296_13146.txt","http://www.imdb.com/title/tt0119675/"
"Scream 3",2000,"Wes Craven",5.5,"N","Bill Chambers","cv475_22978.txt","http://www.imdb.com/title/tt0134084/"
"Ojos bien cerrados",1999,"Stanley Kubrick",7.4,"N","David N. Butterworth","cv457_19546.txt","http://www.imdb.com/title/tt0120663/"
"Knock Off",1998,"Hark Tsui",4.8,"N","Jamey Hughton","cv581_20790.txt","http://www.imdb.com/title/tt0120724/"
"El cocodrilo",1999,"Steve Miner",5.6,"N","Samuel Pederson","cv827_19479.txt","http://www.imdb.com/title/tt0139414/"
"Parque jurásico III",2001,"Joe Johnston",5.9,"N","Laura Clifford","cv960_28877.txt","http://www.imdb.com/title/tt0163025/"
"Ace Ventura: Un loco en África",1995,"Steve Oedekerk",6.3,"N","Michael J. Legeros","cv664_4264.txt","http://www.imdb.com/title/tt0112281/"
"El cuervo 2. Ciudad de ángeles",1996,"Tim Pope",4.6,"N","Bryant Frazer","cv072_5928.txt","http://www.imdb.com/title/tt0115986/"
"Loser",2000,"Amy Heckerling",5.3,"N","Bill Chambers","cv536_27221.txt","http://www.imdb.com/title/tt0217630/"
"For Richer or Poorer",1997,"Bryan Spicer",5.7,"N","E. Benjamin Kelsey","cv253_10190.txt","http://www.imdb.com/title/tt0119142/"
"Glitter",2001,"Vondie Curtis-Hall",2.2,"N","Annette Cardwell","cv191_29539.txt","http://www.imdb.com/title/tt0118589/"
"Simplemente irresistible",1999,"Mark Tarlov",5.3,"N","Fontaine Lien","cv892_18788.txt","http://www.imdb.com/title/tt0145893/"
"Men with Guns",1997,"John Sayles",7.6,"N","Mark R. Leeper","cv060_11754.txt","http://www.imdb.com/title/tt0119657/"
"¿Conoces a Joe Black?",1998,"Martin Brest",7.2,"N","Alex Ioshpe","cv531_26838.txt","http://www.imdb.com/title/tt0119643/"
"Austin Powers",1997,"Jay Roach",7,"N","Rodney Mayton","cv431_7538.txt","http://www.imdb.com/title/tt0118655/"
"Lucky Numbers",2000,"Nora Ephron",5,"N","Berge Garabedian","cv226_26692.txt","http://www.imdb.com/title/tt0219952/"
"Gloria",1999,"Sidney Lumet",5.1,"N","Dustin Putman","cv831_16325.txt","http://www.imdb.com/title/tt0120683/"
"Bully",2001,"Larry Clark",7,"N","David N. Butterworth","cv034_29446.txt","http://www.imdb.com/title/tt0242193/"
"El sexto sentido",1999,"M. Night Shyamalan",8.1,"N","Jason Wallis","cv835_20531.txt","http://www.imdb.com/title/tt0167404/"
"Xing xing wang",1977,"Meng Hua Ho",5.4,"N","Mark R. Leeper","cv326_14777.txt","http://www.imdb.com/title/tt0076164/"
"El secreto",1998,"Volker Schlöndorff",6,"N","Christian Pyle","cv439_17633.txt","http://www.imdb.com/title/tt0120782/"
"Poder absoluto",1997,"Clint Eastwood",6.7,"N","Martyn C Winkler","cv963_7208.txt","http://www.imdb.com/title/tt0118548/"
"El regreso del justiciero",1987,"J. Lee Thompson",5.3,"N","Dragan Antulov","cv689_13701.txt","http://www.imdb.com/title/tt0092857/"
